cgpa,iq,placement
6.41,83.5,1
6.92,96.7,0
7.56,95.8,1
6.73,104.6,1
7.35,112.2,1
4.82,112.9,0
6.94,91.3,0
5.32,97.5,0
5.79,104.2,1
6.81,96.3,1
8.28,124.1,1
7.37,107.4,1
7.02,111,1
6.98,109.9,1
6.29,117.6,0
6.46,102.7,1
7.43,80.5,0
5.61,106,1
7.59,90.2,1
6.61,92.1,1
7.83,108.8,1
7.96,118.6,1
5.33,100.3,0
6.42,104.6,0
6.14,125.5,1
5.19,103.6,0
5.97,139,1
9.44,108.5,1
7.61,73.6,0
8.92,111.3,1
7.83,105.7,0
6.26,119.3,0
6.62,110.1,0
7.59,97.9,1
7.44,81.6,0
6.42,96.9,1
5.49,87.2,0
10,91.3,1
6.86,108.8,1
6.67,125,1
7.11,105.9,1
6.76,82.1,1
7.12,106.7,1
8.29,117.9,1
6.88,90.9,0
5.84,98,0
6.84,100.2,1
6.54,88.2,1
8.42,109.7,1
8.17,98.2,1
7.11,106.3,0
5.72,86.7,0
5.77,93.4,0
7.02,110.8,0
7.34,94.4,0
6.63,125.9,0
6.52,94,1
6.41,103.4,1
6.98,114,0
4.62,78.7,0
5.9,73.6,0
6.37,77.1,0
8.21,118.9,1
6.19,91.7,1
7.18,138.4,1
7.23,91.5,1
8.3,102.8,1
8.26,123.1,1
6.94,130.1,1
6.52,130.9,1
6.34,118.1,0
6.76,115.4,1
6.57,108.9,0
7.55,111.7,1
7.42,91.7,1
7.59,87.7,1
8.26,99.9,1
8.86,97.4,1
7.12,93.2,1
8.1,110.4,1
6.65,114.3,1
8.19,101.3,1
8.06,122.2,1
8.01,82.9,0
7.09,97.1,0
6.33,89.2,0
5.61,72,0
6.96,98.8,0
8.53,98.2,1
6.69,122.7,0
7.79,109.5,1
7.84,84.6,0
6.72,127.8,1
8.32,118.3,1
4.09,108.7,0
5.78,96.6,0
6.08,85.6,0
6.18,94.4,0
7.34,116.3,1
7.29,128.3,1
7.39,123.1,1
7.6,92.7,1
6.05,83.2,0
5.78,102.1,0
7.4,73.5,1
6.37,104.8,1
5.43,97.8,1
7.97,93,0
8.4,76.1,0
8.56,107.7,1
7.19,92,1
7.63,82.5,0
8.37,60,1
6.36,99.6,1
8.11,126.6,1
7.28,124.9,0
7.91,93.1,1
7.19,91,1
8.3,107,1
7.22,85,0
5.52,104.5,0
8.45,111.5,1
6.05,118.4,0
8.25,98.5,0
6.91,96.9,0
8.18,86.8,1
8.13,87.6,1
7.43,96.6,1
7.51,105.5,1
7.42,113.7,1
4.99,88,0
7.12,122.4,1
5.88,95.9,0
7.17,99.7,0
5.86,88.8,1
5.82,63.6,0
8.6,113.3,1
8.07,111.1,1
7,95.8,0
7.18,101,0
6.75,107.7,0
7.57,76.6,0
6.32,92.1,0
7.99,111.9,1
6.75,81.2,0
6.58,104.4,1
7.02,79.7,1
6.41,107,1
7.33,99.5,1
6.46,75.8,0
7.47,117.5,1
8.22,89,1
6.28,87.8,0
6.87,103,0
7.46,117.2,1
6.56,84.8,0
7.46,100.9,1
7.56,106.4,1
8.08,110.4,1
6.39,102.6,0
6.06,94.5,0
6.69,87.6,0
6.03,101.3,0
7.56,83.9,1
5.84,60,0
9.33,106.5,1
8.3,113.6,1
7.01,64.6,0
7.87,84.9,1
5.36,109.3,0
9.52,130.9,1
6.41,100.3,1
6.88,89.1,0
5.14,97.3,0
7.49,120.6,1
5.89,90.3,0
7.1,88,0
6.46,92.8,1
5.92,85.7,1
6.2,101.8,0
7.23,124.4,1
5.72,104.8,1
6.25,96.2,0
7.66,95.6,0
9.6,76.6,1
7.48,113.2,1
6.08,98.8,1
6.63,97.3,1
7.03,145,1
6.65,104.5,0
7.9,88.7,1
7.22,93.6,0
7.91,117.2,1
6.69,101.7,1
8.33,78.4,1
6.83,113.8,1
6.03,90,0
9.18,128.1,1
5.18,116.2,1
6.26,93.3,1
6.37,119.2,0
9.51,101,1
8.81,112.8,1
8.49,107.3,1
6.67,87.3,1
9.43,90.3,1
7.37,115.4,1
7.98,95,1
7.18,93.9,0
6.95,85.7,0
6.75,106.4,0
6.79,130.9,1
7.61,84,1
7.37,100.4,1
6.97,121.2,1
8.51,98.8,0
4.03,106.8,0
7.51,84.1,1
7.72,106.4,1
8.15,97.2,1
6.94,114.8,1
7.21,117.8,1
7.99,138.8,1
8.49,108.7,1
6.7,104.9,1
7.27,102.9,0
8.68,94.7,1
4.88,105.1,0
6.31,95.6,0
8.47,102.5,1
8.09,119.8,1
7.52,84.9,1
6.55,117.1,0
6.12,119.8,0
6.41,98.2,1
8.55,68.2,1
6.37,90.9,1
7.1,119.5,1
6.25,99.7,1
7.84,85,1
6.46,92.4,0
6.9,112.6,1
5.32,108.2,0
5.39,96.4,0
7.01,94.5,0
5.67,94.1,1
9.11,86.2,1
4.94,124.2,0
6.2,95.2,0
7.02,118.3,1
6.63,122.8,1
5.9,115,1
6.04,93.5,1
6.01,106.1,0
6.71,99.6,0
8.95,86.4,1
7.08,104.9,0
8.18,82.3,0
7.51,117.8,1
8.11,93,1
4.2,103,0
6.7,104.2,1
8.31,96.1,1
6.43,108.8,0
8.76,92.9,1
8.48,113.1,1
6.53,79.8,0
6.5,101.9,0
5.99,129.1,1
6.37,85,0
5.77,89.8,0
7.43,107.7,1
5.54,102.7,1
7.6,105.3,1
7.63,107.3,1
5.34,109.5,0
8.55,116.6,1
7.51,106.1,1
7.75,96.4,0
6.24,110.1,1
7.62,128.5,1
8.13,98,0
6.9,85.4,1
9,116.6,1
7.04,98.2,0
8.14,67.4,1
7.29,112.7,1
7.59,92,1
5.33,98.6,1
7.37,105,1
6.27,102.9,0
6.15,110.6,0
8.74,93.5,1
6.79,107.7,1
6,96.1,0
6.64,111.1,1
5.7,109.2,0
8.43,86,0
6.3,116.3,0
7.53,92,1
8.36,112.1,1
6.5,105.5,1
7.53,127.6,1
5.97,96.6,0
9.45,94.8,1
7.94,99.7,1
6.81,95.5,1
6.23,112,1
6.89,75.8,0
6.66,84.2,0
8.95,84,1
5.77,114.3,0
7.13,125.7,1
6.98,98.4,1
6.88,97.5,1
6.89,101.1,1
6.88,117.4,1
7.87,86.1,0
7.61,103.6,1
7.42,114.6,1
4,107.5,0
7.3,102.8,1
5.34,115,0
7.65,60,0
8.47,110.2,1
6.07,90.2,1
6.74,72.5,1
6.4,107.7,1
8.24,120.6,1
7.1,97.9,0
8.73,114.3,1
7.41,124.2,1
7.24,119.7,1
7.07,124.6,1
7.82,111.1,1
5.26,101.1,0
7.09,76,0
6.93,96.3,1
7.73,87.4,1
6.81,132.6,1
5.96,97.4,1
7.01,101.8,1
5.92,108.3,1
5.07,100.7,1
7.73,125.4,1
7.58,90.7,1
7.47,102.9,1
8.3,88.9,1
6.33,80.2,0
5.57,90.8,0
6.93,99.4,1
6.65,93.6,0
6.16,89.6,0
6.92,78.9,1
6.39,98.8,0
5.16,77.4,0
6.56,111.4,1
5.86,101.2,1
7.23,78.1,0
6.34,95.4,0
8.11,88.7,1
8.6,104.8,1
7.68,120.1,1
5.45,71.9,0
8.51,101.7,1
8.58,97.6,1
7.02,110.1,0
8.32,103.2,0
6.45,88.7,0
5.13,95.2,0
6.24,88.1,1
8.73,116.1,1
5.51,100.3,1
7,128.5,1
7.03,99.1,1
6.49,89.4,0
6.56,77.3,0
7.07,73,0
6.44,76.2,0
5.58,104,0
7.22,107.6,0
8.07,76.3,0
7.87,113.4,1
6.19,92.8,0
5.75,102.2,1
6.72,124.2,0
8.57,113.5,1
7.65,96,1
7.7,86.6,1
7.89,67.7,1
7.42,89.2,0
7.12,96.8,1
7.66,85.2,1
6.45,98,0
5.59,101.2,0
7.72,96.6,0
8.24,90.2,1
5.88,102.5,0
7.82,106.6,1
8.68,83.6,1
7,121.2,1
6.18,98.5,0
7.12,100.3,1
6.45,110.6,1
6.38,103.5,0
7.43,114.3,1
5.4,104.3,0
5.56,90.8,0
7.02,105.4,1
6.98,82.8,1
7.34,101.6,0
8.88,99.5,1
7.1,96.9,1
7.6,98.1,1
6.02,71.8,0
7.77,91.8,0
6.47,101.4,0
7.07,102.4,0
6.89,84.6,1
8.03,119,1
5.69,87,0
4.72,114.5,0
6.79,106.4,1
7.47,90.3,0
7.15,126.6,1
8.23,82.1,1
7.44,113.8,1
6.44,115,0
4.67,89.9,0
6.76,120.9,0
8.03,96.2,1
6.61,104.3,0
7.03,103.9,1
7.42,98,1
5.98,112.2,1
7.62,111.9,1
8.64,73.8,1
6.83,119.6,1
5.87,75.1,0
6.93,115.5,1
4.78,116.9,0
7.34,83.6,1
7.45,93.8,1
8.68,83.4,1
6.81,96.8,0
7.41,95.4,1
6.14,111.7,0
6.64,119.7,1
5.47,120.9,1
6.81,91.6,1
6.69,96.9,1
7.3,74.7,1
6.38,87.9,1
7.08,114.5,1
6.67,124.2,1
6.67,81.5,0
7.08,91.1,1
7.04,99.6,1
7.76,104.2,1
6.88,87.9,0
6.65,106.4,1
6.82,92.9,0
6.29,99.8,1
6.64,108.2,1
9.03,100.1,0
6.09,93.5,0
6.72,98.4,0
6.61,98.7,0
6.75,94.4,0
6.67,96.1,0
7.28,124,1
5.29,108.4,0
8.04,95.6,1
7.63,110.5,1
5.76,95,1
4.73,117.6,0
6.02,105.5,1
6.76,98.4,0
9.58,106.7,1
7.54,76.4,1
5.19,83.1,1
6.31,82.1,0
6.95,102.1,1
7.25,126,1
5.69,133.5,0
6.87,109.6,1
6.28,107.5,1
5.9,73,0
7.26,91.9,1
7.77,88.2,1
7.84,90.7,1
7.57,97.5,1
6.5,92.9,1
7.71,70.3,1
7.31,111.2,1
7.13,83.9,1
6.39,103.6,0
6.5,131.1,1
7.07,86.2,1
9.44,62,1
7.3,95.7,0
6.39,116.5,1
6.17,129.4,1
6.51,81.6,1
9.18,107.5,1
6.6,93,0
7.91,98.4,1
6.62,139.7,1
7.26,77.5,0
7.79,103.8,1
6.43,107,1
6.36,116.3,1
8.66,101.5,1
7.98,104.6,0
7.79,94.1,1
7.79,104,1
7.46,94.9,0
9.02,109.3,1
7.04,94.5,0
7.58,105.7,1
5.55,99.6,0
6.18,116.9,0
5.8,99.2,0
8.27,73.4,1
4.45,118.9,0
6.6,86.4,1
4.01,90.2,0
6.17,91.1,1
6.51,120.6,0
8.38,68,0
7.4,145,1
6.17,115.8,0
8.07,103.3,1
7.02,99.2,1
7.04,104.3,1
5.8,107.8,0
6.01,109.7,1
6.17,108.3,1
7.05,101.3,1
7.08,97,1
8.54,97.7,1
7.39,97.1,1
4.29,117,0
7.26,108.9,0
5.55,60,0
6.03,109.8,1
6.19,102.9,1
6.34,99.7,1
5.62,94.2,1
7.2,116.9,1
5.59,114.2,0
7.36,88.4,1
9.24,106.1,1
5.67,85.4,0
6.72,79.3,0
4.48,90.6,0
6.7,112.9,1
7.64,114.3,1
7.72,107.7,1
7.08,110.9,0
7.89,107.7,1
9.55,90.4,1
8.71,106.5,1
6.48,112,1
5.55,111.3,0
6.59,117.8,1
6.05,110.6,1
7.45,105.3,1
5.82,116.1,1
6.93,99.6,0
7.84,86.8,1
6.9,97.6,1
6.05,88.8,0
8.17,89.9,0
5.12,97.8,0
6.67,88.1,0
6.96,95.4,1
7.02,71.6,0
7.18,103.2,0
7.61,100,1
6.96,87.7,1
6.63,109.9,1
6.59,114.1,1
6.39,75.9,1
7.79,88.6,1
6.35,88.5,1
7.85,85.9,0
7.02,112.4,0
6.48,97.1,0
7.62,96,1
6.27,69.9,0
7.64,109.5,1
7.21,81.4,1
6.4,100.9,0
7.53,104.2,1
7.55,120.4,1
8.16,80.4,0
7.97,60,1
7.49,102.8,1
5.87,127,0
9.45,118.6,1
5.6,103.1,0
7.95,92.6,0
7.43,112.1,1
5.83,85.4,1
6.88,107.1,1
6.92,107.6,0
8.31,115.9,1
6.29,141.4,1
6.74,105.9,1
4.66,92.4,0
8.73,99.6,1
5.93,73.5,0
7.33,89.6,0
6.9,93.9,1
6.9,92.1,0
7.81,102.3,1
8.67,87.7,0
7.25,116.8,1
7.66,100,1
7.33,99.9,1
8.02,95.1,1
6.54,102.3,1
8.08,112.4,1
8.11,87,1
8.08,90.1,1
6.34,95.4,0
6.83,79.8,1
7.24,87.7,0
5.63,92.9,0
8.59,113.1,0
6.99,103.9,0
7.28,102.9,1
6.42,112.8,1
5.67,97.9,0
6.4,105.9,0
7.22,98.5,1
7.67,104,1
7.16,91.3,0
7.35,63.4,0
6.66,98,0
7.5,121.3,1
8.48,113.9,1
7.7,114.5,1
7.81,118.5,0
7.29,101.3,1
5.5,103,0
5.96,90.7,0
7.45,95.3,1
6.99,109.2,0
7.44,118.1,1
8.68,97.9,1
7.73,93.2,1
8.26,100,1
7.09,109,1
6.19,78.3,1
6.94,65.6,0
6.2,91.7,1
8.56,81.7,0
7.79,92.4,1
7.52,97.8,0
8.24,93.2,1
4.98,121.8,1
7.59,104.9,0
5.69,104.5,0
6.99,109.3,0
6.69,82.9,0
7.66,115.6,1
7.23,98.9,1
8.35,110.1,1
6.4,83.9,0
7.71,76.7,1
7.16,112.3,1
5.36,105.6,0
6.08,86.5,0
6.85,87,1
8.11,116.9,1
7.46,82.2,1
5.83,124.6,0
6.86,86.5,1
9.02,109.6,1
7.11,95.1,0
6.67,109,0
7.49,91.8,1
7.76,97.6,0
6.54,100.6,0
7.5,85,1
6.67,111.1,1
7.72,92.3,0
7.17,96.6,0
7.48,85.1,1
6.24,61.6,0
6.18,97.1,0
7.95,136.2,1
6.92,111.8,0
7.29,99.7,1
6.69,96.1,1
7.9,100.3,0
6.39,108.2,0
6.86,82.3,0
7.79,116.7,1
8.17,110.7,1
6.48,110.8,0
8.96,106.6,1
7.31,100.3,0
5.96,110.1,1
7.37,108.9,0
6.62,94.7,0
7.43,91.4,1
6.96,101.5,1
7.07,123.2,1
6.09,81.4,0
7.99,78,0
5.84,102.5,0
5.89,100.8,0
7.37,102.6,1
8.6,103.7,1
6.65,96.7,1
7.7,122.3,1
8.07,76,0
7.81,87.6,1
6.69,98.5,0
5.91,75.4,0
4.79,97.4,0
6.74,124.9,1
8.18,100.3,1
5.88,103.5,0
7.7,81.1,1
6.05,90.8,0
7.11,94.4,0
7.71,95.2,0
6.34,119.2,1
7.17,108.4,1
6.58,83.3,1
7.71,103.7,1
7.24,107.5,1
7.06,117.1,0
8.56,123.7,1
7.66,84.8,1
6.31,87.8,0
6.91,81.1,0
6.92,96.5,1
7.08,107,1
9.52,114.8,1
7.37,98.9,1
4.96,95.2,0
6.46,102.3,0
5.07,87.5,1
6.67,131.3,1
5.01,75.9,0
6.13,102.8,0
5.48,130.4,0
7.38,100.1,0
7,97.1,1
7.3,94.6,0
6.9,97.3,1
5.61,120.6,1
7.51,66.8,0
8.92,123,1
7.41,78.6,0
6.57,96,0
5.57,93.6,1
6.09,108.8,0
7.45,76,0
8.07,106.9,1
7.26,130.4,1
7.8,79.6,0
7.71,102.8,0
7.51,90.1,0
6.34,106.4,1
7.17,100.3,1
6.15,90.4,0
7.02,107.3,0
7.33,127.1,0
8.68,97.1,1
5.69,110.8,0
7.48,80.6,0
8.48,85.7,0
7.76,107.1,1
7.83,122.3,1
7.59,105.3,1
8.3,95.3,1
5.91,100,1
5.61,81.2,0
6.99,109.1,1
4.84,113.2,1
8.23,93.2,0
8.22,92.9,1
6.57,104,0
6.63,93.4,1
6.93,99,1
7.05,131.5,1
7.13,96.3,1
7.56,94.6,0
6.83,90.3,1
7.94,111.2,1
7.45,97.3,1
6.39,90.3,1
8.34,119.8,1
5.64,121.3,0
6.91,91,0
7.97,72,1
6.28,115.1,0
7.31,89.7,0
7.54,111.9,0
6.14,70.4,0
6.93,113.4,1
6.84,81.8,1
6.45,111,0
9.3,100.2,1
6.24,85.7,0
8,93.9,1
6.61,110.3,0
5.91,101.6,0
7.1,108.8,1
7.65,129.6,1
7.92,76.5,1
8.56,124.3,1
9.95,101.6,1
7.25,86.5,1
6.34,80,1
7.45,97.2,1
6.73,113.8,0
7.93,98.1,1
5.7,122.7,0
9.37,78.2,0
7.86,99.8,0
5.32,81.2,0
6.29,105.5,1
7.82,113.3,1
8.18,93.7,1
5.73,60.9,0
7.71,103,0
5.05,106.6,0
6.91,106.1,1
8.11,118.5,1
6.45,83.9,0
5.49,110.2,1
7.15,117.9,1
6.4,73.3,0
7.63,104.8,1
6.11,92.4,0
6.23,98.8,1
4.98,105.2,0
7.17,92.7,1
6.84,89.9,1
5.81,100.5,0
7.19,83.7,0
8.03,83.7,1
6.78,110.2,0
7.27,82.8,1
7.27,110,0
5.8,106.9,0
9.06,74.1,1
6.53,89.8,0
7.66,117.9,1
7.77,85.3,1
6.86,93,0
7.61,106.9,1
7.25,111.8,1
5.58,96.2,1
6.67,91,1
6.39,121.3,1
6.54,126.1,1
5.7,114.7,1
8.13,101.3,1
8.6,87.9,1
7.98,87.5,1
8.27,107.8,0
6.66,106.3,1
6.36,121,0
6.22,109.8,0
7.64,77.5,1
7.23,115.8,0
6.92,85,0
8.3,94.2,1
7.4,103.8,0
6.16,129.9,0
6.32,145,1
7.68,109.1,1
8.04,97.3,0
7.55,108,1
8.9,113.3,1
8.64,95.2,1
7.44,126.9,1
6.16,103.5,0
5.69,107.5,1
6.61,110,0
7.75,106.3,1
8.83,112.6,1
7.42,90.7,0
8.17,91.6,1
6.75,83.5,0
7.62,106.6,1
7.82,111.7,1
5.02,106.9,1
6.59,125.1,0
7.95,99.9,0
7.27,110,1
5.8,83.6,0
4.57,94.2,0
6.63,110.4,1
6.93,112.7,1
6.12,95.6,0
7.14,98.9,1
7.51,77.2,0
7.67,94.6,1
4.64,113.4,0
5.69,108.6,0
6.7,107.5,1
7.57,100.7,1
7.49,100.1,0
7.47,90.1,0
6.62,110.5,1
6.67,106.3,1
6.27,107.4,0
7.77,92.1,1
6.08,67.7,0
7.85,116.5,1
7.21,92.8,1
6.95,87.1,0
6.34,110.4,0
5.64,94.1,0
6.35,115.9,0
6.67,109.3,1
4.63,110.3,0
6.8,79.5,1
7.92,118.2,1
7.57,103.9,0
6.5,94.5,0
7.05,102.2,1
6.44,73.4,0
7.15,106.1,1
8.54,84.6,1
7.97,79.7,1
7.52,77.2,0
6.51,116.7,0
7.75,90.6,1
5.31,123,0
6.75,92,0
7.58,74.4,0
7.74,83.3,1
7.67,118.5,1
7.29,97.7,1
6.8,91.8,1
7.54,102.4,0
6.05,107.5,1
6.16,116.8,0
7.06,121.7,1
7.17,94.6,0
5.17,80.1,0
7.46,93.8,1
7.77,103.9,1
6.92,85.5,0
9.37,85.6,1
6.32,105.2,1
6.64,99.3,1
6.6,100.5,1
6.92,88.6,0
6.67,96.5,0
5.59,86.1,0
6.45,113.4,1
6.9,115.5,0
8.23,72.3,1
9.2,86.1,1
8.34,77.6,0
6.22,90.2,1
6.3,98.7,0
6.84,78.3,0
8.78,86.2,1
6.83,84.9,0
5.67,103.1,0
6.5,101,0
7.76,89.2,1
7.69,102.7,1
6.8,91.8,1
7.68,95.9,1
4.73,125.1,0
7.1,120.1,0
7.86,80.5,0
6.17,112.4,0
6.16,112.2,0
5.13,82.8,0
8.59,112.3,1
6.28,123.1,1
7.24,83.2,0
7.6,86.2,1
8.51,115.3,1
6.85,104.1,0
6.46,108.3,1
7.17,105.1,1
8.28,105.9,1
6.83,80.1,1
6.05,115.7,0
5.46,117.5,0
5.78,96.6,1
7.86,99.3,1
6.68,77,0
6.39,107.7,1
6.28,108.6,0
7.09,99.1,0
6.76,116.9,1
6.73,95,1
8.35,108.5,0
8.54,84.7,1
5.39,99.6,0
7.33,97.4,0
6.22,103.4,0
6.75,94.5,0
7.31,98,1
6.79,112.4,1
7.23,93.4,1
7.67,75.9,1
7.29,126.2,1
6.35,120.7,1
6.37,80.6,0
5.56,110.3,0
6.15,92.5,1
8.96,104,1
6.21,104.4,0
5.81,96.5,0
7.32,88.2,0
6.89,89.6,1
6.8,86.3,0
8.41,87.5,1
7.55,99,0
6.47,89.3,0
6.58,110.2,0
6.5,122.3,1
7.87,91.3,0
6.69,103.6,0
5.21,107.5,0
6.95,107.1,1
5.46,101.1,0
9.18,111.1,1
6.03,107.2,0
6.84,81.4,0
7.26,113,1
6.71,113.3,1
6.71,88.6,0
7.42,100.6,0
8.53,110.2,1
7.77,96.9,0
8.48,116.1,1
5.95,135.5,1
7.32,88.2,1
7.16,79.3,0
7.35,104.6,1
8.38,110.8,0
6.78,96.5,0
6.59,121.8,0
7.53,79.9,1
5.22,110.4,0
6.76,90.9,1
6.87,125.8,1
6.08,129.9,1
8.06,88.5,0
5.94,91.8,1
6.86,112.9,1
7.29,94.2,0
8.35,99.3,0
6.99,100.4,0
7.94,71.2,0
7.7,99.8,1
7.12,89.7,0
5.91,92.6,0
5.57,121.7,1
7.11,81.2,0
6.46,112.2,1
7.92,95.8,0
7.75,95.8,0
6.82,111.9,1
5.84,105.1,0
7.51,108.6,0
5.98,114.5,1
6.24,95,0
6.02,90.8,0
6.86,83.7,1
8.17,87.6,1
6.99,144.2,1
6.56,118.7,0
5.47,79.7,0
7.55,80.2,1
6.22,107.2,0
7.12,108.2,1
6.65,108.2,1
7.84,96.2,1
6.84,98.1,1
6.94,104.9,1
7.49,101.3,1
9.11,66.7,0
7.89,96.6,1
6.91,87.2,1
7,102.6,1
6.48,144.8,1
6.05,105.5,1
6.45,95.3,1
6.23,113.8,1
7.65,107.2,1
5.93,106.3,0
8.33,109.1,1
7.75,130.8,1
7.02,83,1
7,107.1,1
6.44,86.1,1
7.27,108.3,1
8.09,86.2,1
6.3,93.7,0
5.47,95.6,0
7.7,114.6,1
7.32,113.8,1
5.88,81.3,0
6.27,100.8,0
6.14,89.4,0
6.28,81.1,0
6.68,96.7,1
6.73,95.4,0
6.35,136.4,1
6.24,106.5,0
6.77,79.3,0
7.17,91.5,1
6.68,115.3,1
8.16,131.3,1
7.51,76.2,0
5.41,71.8,0
7.52,128.1,1
7.61,105.8,1
6.57,87,0
5.5,108,0
7.01,60.5,0
6.99,100.1,1
5.88,104.9,1
5.55,113.9,1
6.91,84.8,0
6.77,101.3,1
6.58,86.1,1
6.92,103.8,0
5.9,86.6,1
6.57,93.9,1
7.53,85.1,0
6.65,109.8,1
5.33,112.9,0
6.53,96.5,0
5.93,100.6,1
7.27,78.3,1
7.32,95.5,1
5.34,99.2,0
7.76,139.3,1
5.89,83.3,1
8.56,122,1
6.95,115,1
5.75,104.2,0
5.86,126.4,1
7.35,105.6,0
6.61,105.8,1
6.9,99.2,1
8.61,118.4,1
6.3,116.4,1
7.06,90.6,1
8.42,80.2,0
7.27,97,1
5.39,88,0
7.51,99,1
5.84,118.6,1
8.41,93.1,1
6.18,99.4,1
9.97,100.9,1
8.47,112.7,1
6.2,66.3,0
7.02,90.9,1
7.75,103.2,1
7.78,118,1
7.44,92.6,0
8.25,71.9,1
6.88,109.3,1
6.63,90.5,0
6.65,82.2,1
7.86,90.6,1
7.37,97.2,1
7.29,90.9,1
7.8,66.9,0
4.95,113.5,0
7.31,119.1,1
7.22,109.8,1
8.67,82.9,1
5.47,97,1
8.56,99.9,1
7.08,109,0
7.49,110,1
8.68,89,1
7.56,101.2,0
7.4,106.9,1
7.24,121.8,0
6.52,110.6,1
6.97,111.8,0
6.28,101.3,0
6.96,121.2,1
4.66,106.1,0
7.43,87.1,1
6.88,121.1,1
6.66,110.5,1
7.22,93.4,0
5.57,92.8,0
8.93,104.4,1
6.9,106.9,0
6.85,103,1
6.03,104.7,0
7.02,125.5,1
8.39,116.1,1
8.04,102.9,1
7.85,114.1,1
7.55,84.5,1
6.64,106,0
5.55,127.1,1
6.8,96.7,0
6.76,87.3,0
8.05,90.2,1
7.31,83.7,1
8.61,88.2,1
8.2,94.4,1
6.54,78.9,0
5.2,100.2,0
8.39,113.5,1
8.36,86.4,1
5.63,122.8,0
8.51,107.7,1
7.38,115.5,1
7.16,90.1,1
8.61,112.8,1
8.34,83.6,1
7.65,113.4,1
7.47,102.6,1
7.62,108.3,1
6.6,82.4,1
6.94,86.6,0
6.1,109,1
6.67,85.8,0
6.63,106.9,0
6.36,79.5,0
7.14,112.7,0
6.68,81.5,0
7.5,108.3,1
5.38,109.4,0
6.89,89.5,1
7.13,108.7,1
6.69,103.9,0
6.83,91.9,1
5.41,84.9,0
7.36,70.6,1
7.65,105.2,1
7.49,76.5,1
8.04,101.4,1
7.2,96,0
7.48,110.2,1
7.16,95.5,0
7.69,95.1,1
5.42,111,1
6.11,105,0
8.59,104.7,1
4.54,107,1
6.86,77,0
8.17,111.4,1
6.91,109.2,0
6.59,84.7,1
7.13,96.3,1
6.65,99.4,0
7.03,98,1
6.32,105,0
8.11,121.5,1
8.42,116.2,1
6.87,80.3,0
5.61,109.3,1
6.48,119.9,0
6.82,105.8,1
7.51,116.4,1
5.99,130.2,1
6.23,115.4,1
7.51,103.7,1
7.94,115.7,1
6.38,102.2,0
5.67,100.4,1
10,94.7,1
7.78,123.5,1
6.73,87.7,0
7.87,123,1
6.88,107.5,1
7.87,79,1
7.16,105.5,0
7.09,68.5,0
6.89,109.4,0
5.55,113.3,1
8.94,91.1,1
6.06,101.9,0
5.64,129.3,1
6.79,92.4,1
6.04,84.1,1
6.95,122.2,1
7.69,129.4,1
8,100.1,1
7.81,115.2,1
6.69,120.1,1
7.05,88.9,1
7.41,92.7,1
5.24,118.5,1
7.57,125.3,1
5.54,108.4,1
9.04,86.8,1
6.6,129.8,1
6.82,92,1
6.23,95,0
6.37,105.1,0
9.27,123.3,0
7.94,112.8,1
5.45,106.2,0
8.5,106.9,1
8.19,100.7,1
6.72,108.4,0
7.31,62.1,0
6.99,95.6,1
8.97,103.6,1
6.2,82.7,0
7.15,105.8,0
6.57,96.9,1
5.57,126.3,0
9.19,123.6,1
5.82,93,0
7.22,97.7,0
5.26,98.9,0
6.6,93.2,0
7.42,102.9,0
6.18,88.6,0
7.59,83,0
6.73,109.3,0
8.16,109.4,1
8.36,87.9,1
6.41,113.4,1
7.08,90.5,1
7.18,103.8,0
7.62,112.3,1
7.01,99.5,0
7.19,106.8,0
6.76,92.3,0
7.12,97.1,0
8.3,96.9,1
7.65,88.8,1
7.7,97.3,1
7.72,76.8,0
6.85,92.6,1
7.32,95.7,1
5.91,96.2,0
8.27,96.4,1
4.22,99.1,0
6.91,107.2,1
8.14,113.1,1
5.64,90.3,0
7.4,82,1
6.32,84.4,0
6.63,92.7,1
7.95,94.7,1
7.2,88.5,0
4.97,80.6,0
6.02,93.2,1
7.98,102.7,1
7.45,108.9,1
8.75,91.6,1
8.68,93.8,1
6.66,86.1,1
9.5,99.5,1
7.02,87.3,1
6.04,108.6,1
6.37,73.2,0
4.74,94.6,0
8.61,104.5,1
8.59,102.8,1
5.98,140.4,1
6.77,105.2,1
7.1,84.9,0
6.04,98.6,1
5.24,73.4,0
6.79,98.8,1
6.68,87.5,1
6.61,113.7,1
7.22,91.8,0
8.43,98.2,1
6.7,90.5,0
7.17,126.1,1
7.73,95.2,0
7.55,127.5,1
6.39,112.2,0
7.1,107.2,1
7.55,105.5,1
5.87,105.9,1
8.26,71.1,0
8.43,95.8,1
6.28,112.7,1
7.19,99.3,1
7.64,78.9,1
6.45,99.2,0
7.48,125.6,1
7.16,118.7,1
5.53,99.1,0
7.46,114.3,1
5.9,94.5,1
7.94,74.4,0
6.33,86.1,0
6.84,123.4,0
8.37,95.9,1
7.5,96.3,0
5.92,95.5,0
5.99,128.6,1
6.4,124.4,1
7.39,133.3,1
7.36,97.6,0
6.16,104.4,0
5.83,77.3,0
7.28,122.2,1
6.82,82.5,1
9.16,103.3,1
7.04,83.5,1
8.81,91.2,1
5.83,87.4,0
5.43,90.9,0
5.88,91.9,1
8.19,91.8,1
8.76,112.5,1
6.22,83.4,1
6.54,103.3,1
5.83,118.3,1
5.19,92.3,0
